OBJECTID_1,TransitRouteID,TransitRoute,OperRtNM,Notes,Origin,ONode,Destination,DNode,Mode,Direction,Operator,Headway,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June
651,CCPF1L,4005,,Not collected,Calvert Pine Senior Ctr,49080,Calvert Pine Senior Ctr,49018,Other Primary - Express Bus,2,Calvert County Bus,60,44,Off-Peak,,,,,,,,,,,,
652,CCPFMC2,4006,,Not collected,Calvert Pines Senior Senter,49080,Adelina Rd & RT 231,49053,Other Primary - Express Bus,2,Calvert County Bus,60,43,Off-Peak,,,,,,,,,,,,
653,VPURS,4281,,Not collected,LAPLATA XFER PT,47036,RT 301 S & CLIFFTON DR,47133,Other Primary - Express Bus,2,VANGO,60,33,Off-Peak,,,,,,,,,,,,
654,VORGAI,4008,,Not collected,NANJEMOY COMM CENTER,47091,LAPLATA XFER PT,47036,Other Primary - Express Bus,2,VANGO,60,50,Off-Peak,,,,,,,,,,,,
655,VORGAO,4297,,Not collected,LAPLATA XFER PT,47036,NANJEMOY COMM.CENTER,47091,Other Primary - Express Bus,2,VANGO,60,62,Peak,,,,,,,,,,,,
656,VGCHRB,4292,,Not collected,WALDORF XFER PT,47062,WALDORF XFER PT,47104,Other Primary - Express Bus,2,VANGO,60,23,Peak,,,,,,,,,,,,
657,CCPFSO,4011,,Not collected,HERITAGE BLVD,49019,Leonard Rd & Calvert Beach,49036,Other Primary - Express Bus,2,Calvert County Bus,60,78,Peak,,,,,,,,,,,,
658,CCPFMC,4001,,Not collected,INDUSTRIAL PARK,49018,Calvert Pines Senior Ctr,49080,Other Primary - Express Bus,2,Calvert County Bus,60,75,Off-Peak,,,,,,,,,,,,
659,CCPF1L,4005,,Not collected,Calvert Pine Senior Ctr,49080,Calvert Pine Senior Ctr,49018,Other Primary - Express Bus,2,Calvert County Bus,60,44,Off-Peak,,,,,,,,,,,,
660,CCDUNK,3999,,Not collected,Calvert Pines Senior Ctr.,49018,Sunderland P&R Lot,49017,Other Primary - Express Bus,2,Calvert County Bus,60,67,Off-Peak,,,,,,,,,,,,
661,CCPFSO,4011,,Not collected,HERITAGE BLVD,49019,Leonard Rd & Calvert Beach,49036,Other Primary - Express Bus,2,Calvert County Bus,60,78,Peak,,,,,,,,,,,,
662,CCATS1,4016,,Not collected,Carroll County Govt.,48046,Malcom Drive(Target),48045,Other Primary - Express Bus,2,Carroll County Transit,60,83,Peak,,,,,,,,,,,,
663,CCATS1,4016,,Not collected,Carroll County Govt.,48046,Malcom Drive(Target),48045,Other Primary - Express Bus,2,Carroll County Transit,60,83,Peak,,,,,,,,,,,,
664,CCATS3I,4018,,Not collected,Gaither Manor Apartments,48014,Eldersburg Walmart,48010,Other Primary - Express Bus,2,Carroll County Transit,60,27,Off-Peak,,,,,,,,,,,,
665,CCATS3O,4019,,Not collected,Eldersburg Walmart,48010,Gaither Manor Apartments,48014,Other Primary - Express Bus,2,Carroll County Transit,60,58,Off-Peak,,,,,,,,,,,,
666,CCATS3I,4018,,Not collected,Gaither Manor Apartments,48014,Eldersburg Walmart,48010,Other Primary - Express Bus,2,Carroll County Transit,60,27,Off-Peak,,,,,,,,,,,,
667,CCATS2,4021,,Not collected,Pine Ridge Apartments,48151,Carroll Community College,48035,Other Primary - Express Bus,2,Carroll County Transit,60,80,Peak,,,,,,,,,,,,
668,CCATS3/O,4022,,Not collected,Eldersburg Walmart,44092,Eldersburg Walmart,48010,Other Primary - Express Bus,2,Carroll County Transit,60,33,Off-Peak,,,,,,,,,,,,
669,CCATS4I,4023,,Not collected,Taneytown Shopping Center,48112,Westmister Walmart( Woodyard Rd),48050,Other Primary - Express Bus,2,Carroll County Transit,60,52,Peak,,,,,,,,,,,,
670,CCATS4I/,4024,,Not collected,Taneytown Shopping Center,48116,Taneytown Shopping Center,48116,Other Primary - Express Bus,2,Carroll County Transit,60,25,Off-Peak,,,,,,,,,,,,
671,CCATS2,4021,,Not collected,Pine Ridge Apartments,48151,Carroll Community College,48035,Other Primary - Express Bus,2,Carroll County Transit,60,80,Peak,,,,,,,,,,,,
672,CCATS4O,4026,,Not collected,Westmister Walmart( Woodyard Rd),48050,Taneytown Shopping Center,48116,Other Primary - Express Bus,2,Carroll County Transit,60,59,Off-Peak,,,,,,,,,,,,
673,LA00AO,4027,,Not collected,Laurel Mall,26246,South Laurel Dr& LaurelWalk Dr.,26216,Other Primary - Express Bus,2,CMRT Bus Transit,30,25,Peak,,,,,,,,,,,,
674,LC00AI,4028,,Not collected,Laurel Mall,26246,Whiskey Bottom & Harmony,44026,Other Primary - Express Bus,2,CMRT Bus Transit,60,23,Peak,,,,,,,,,,,,
675,LB00AO,4029,,Not collected,Arundel Mills Mall,26246,Laurel Mall,45844,Other Primary - Express Bus,2,CMRT Bus Transit,60,52,Peak,,,,,,,,,,,,
676,LB00AI,4030,,Not collected,Arundel Mills Mall,45844,Laurel Center Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,60,52,Off-Peak,,,,,,,,,,,,
677,LB00AI,4030,,Not collected,Arundel Mills Mall,45844,Laurel Center Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,60,52,Off-Peak,,,,,,,,,,,,
678,LJ00AO,4032,,Not collected,Freetown Villiage,45689,Arundel Mills Mall,45844,Other Primary - Express Bus,2,CMRT Bus Transit,60,35,Off-Peak,,,,,,,,,,,,
679,LA00AO,4027,,Not collected,Laurel Mall,26246,South Laurel Dr& LaurelWalk Dr.,26216,Other Primary - Express Bus,2,CMRT Bus Transit,30,25,Peak,,,,,,,,,,,,
680,LC00AO,4034,,Not collected,Whiskey Bottom & Harmony,44026,Laurel Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,60,25,Peak,,,,,,,,,,,,
681,LA00AI,4035,,Not collected,South Laurel Dr& LaurelWalk Dr.,26216,Laurel Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,60,21,Off-Peak,,,,,,,,,,,,
682,LJ00AO,4032,,Not collected,Freetown Villiage,45689,Arundel Mills Mall,45844,Other Primary - Express Bus,2,CMRT Bus Transit,60,35,Off-Peak,,,,,,,,,,,,
683,LK00AI,4037,,Not collected,Odenton Marc Station,45650,Arundel Mills Mall,45844,Other Primary - Express Bus,2,CMRT Bus Transit,30,39,Peak,,,,,,,,,,,,
684,LJ00AI,4038,,Not collected,Arundel Mills Mall,45844,Freetown Villiage,45689,Other Primary - Express Bus,2,CMRT Bus Transit,60,40,Off-Peak,,,,,,,,,,,,
685,LA00AI,4035,,Not collected,South Laurel Dr& LaurelWalk Dr.,26216,Laurel Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,60,21,Off-Peak,,,,,,,,,,,,
686,HTGLDI/,4040,,Not collected,MD Food Center,44274,Old Montgomery Ave. & Tamar,44305,Other Primary - Express Bus,2,CMRT Bus Transit,60,27,Off-Peak,,,,,,,,,,,,
687,HTYELAO,4041,,Not collected,Normandy Shopping Center,44189,Columbia Mall,44015,Other Primary - Express Bus,2,CMRT Bus Transit,60,52,Peak,,,,,,,,,,,,
688,HTGRNLO,4042,,Not collected,Hickory Ridge Place,44119,Columbia Mall,44015,Other Primary - Express Bus,2,CMRT Bus Transit,30,24,Peak,,,,,,,,,,,,
689,HTGRNLI,4043,,Not collected,Columbia Mall,44015,Hickory Ridge Place,44119,Other Primary - Express Bus,2,CMRT Bus Transit,50,25,Off-Peak,,,,,,,,,,,,
690,HTYELAI,4044,,Not collected,Columbia Mall,44015,Normandy Shopping Center,44189,Other Primary - Local Bus,2,CMRT Bus Transit,60,54,Peak,,,,,,,,,,,,
691,HTYELAI,4044,,Not collected,Columbia Mall,44015,Normandy Shopping Center,44189,Other Primary - Local Bus,2,CMRT Bus Transit,60,54,Peak,,,,,,,,,,,,
692,HTGRNLI,4043,,Not collected,Columbia Mall,44015,Hickory Ridge Place,44119,Other Primary - Express Bus,2,CMRT Bus Transit,50,25,Off-Peak,,,,,,,,,,,,
693,HTGRNLO,4042,,Not collected,Hickory Ridge Place,44119,Columbia Mall,44015,Other Primary - Express Bus,2,CMRT Bus Transit,30,24,Peak,,,,,,,,,,,,
694,LM00AO,4048,,Not collected,Odenton Marc Station,45650,Piney Orchard Villiage Center,45829,Other Primary - Express Bus,2,CMRT Bus Transit,60,15,Peak,,,,,,,,,,,,
695,HTGLDI/1,4049,,Not collected,Oakland Mills Villiage Center,44307,Columbia Mall,44015,Other Primary - Express Bus,2,CMRT Bus Transit,60,18,Off-Peak,,,,,,,,,,,,
696,HTYELAO,4041,,Not collected,Normandy Shopping Center,44189,Columbia Mall,44015,Other Primary - Express Bus,2,CMRT Bus Transit,60,52,Peak,,,,,,,,,,,,
697,LG00AO,4051,,Not collected,College Park Metro,26095,Laurel Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,43,37,Off-Peak,,,,,,,,,,,,
698,LC00AO,4034,,Not collected,Whiskey Bottom & Harmony,44026,Laurel Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,60,25,Peak,,,,,,,,,,,,
699,LG00AI,4053,,Not collected,Laurel Mall,26246,College Park Metro,26095,Other Primary - Express Bus,2,CMRT Bus Transit,60,33,Peak,,,,,,,,,,,,
700,LK00AO,4054,,Not collected,Arundel Mills,45844,Odenton Marc Station,45650,Other Primary - Express Bus,2,CMRT Bus Transit,30,39,Peak,,,,,,,,,,,,
701,LB00AO,4029,,Not collected,Arundel Mills Mall,26246,Laurel Mall,45844,Other Primary - Express Bus,2,CMRT Bus Transit,60,52,Peak,,,,,,,,,,,,
702,LK00AO,4054,,Not collected,Arundel Mills,45844,Odenton Marc Station,45650,Other Primary - Express Bus,2,CMRT Bus Transit,30,39,Peak,,,,,,,,,,,,
703,LE00AI,4057,,Not collected,Columbia Mall,44015,Laurel Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,60,52,Off-Peak,,,,,,,,,,,,
704,LE00AI,4057,,Not collected,Columbia Mall,44015,Laurel Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,60,52,Off-Peak,,,,,,,,,,,,
705,LE00AO,4059,,Not collected,Laurel Mall,26246,Columbia Mall,44015,Other Primary - Express Bus,2,CMRT Bus Transit,60,53,Off-Peak,,,,,,,,,,,,
706,LC00AI,4028,,Not collected,Laurel Mall,26246,Whiskey Bottom & Harmony,44026,Other Primary - Express Bus,2,CMRT Bus Transit,60,23,Peak,,,,,,,,,,,,
707,LE00AO,4059,,Not collected,Laurel Mall,26246,Columbia Mall,44015,Other Primary - Express Bus,2,CMRT Bus Transit,60,53,Off-Peak,,,,,,,,,,,,
708,LJ00AI,4038,,Not collected,Arundel Mills Mall,45844,Freetown Villiage,45689,Other Primary - Express Bus,2,CMRT Bus Transit,60,40,Off-Peak,,,,,,,,,,,,
709,LJ00AI/,4063,,Not collected,Laurel Mall,26246,Freetown Villiage,45769,Other Primary - Local Bus,2,CMRT Bus Transit,60,56,Off-Peak,,,,,,,,,,,,
710,LG00AI,4053,,Not collected,Laurel Mall,26246,College Park Metro,26095,Other Primary - Express Bus,2,CMRT Bus Transit,60,33,Peak,,,,,,,,,,,,
711,LG00AO,4051,,Not collected,College Park Metro,26095,Laurel Mall,26246,Other Primary - Express Bus,2,CMRT Bus Transit,43,37,Off-Peak,,,,,,,,,,,,
712,LK00AI,4037,,Not collected,Odenton Marc Station,45650,Arundel Mills Mall,45844,Other Primary - Express Bus,2,CMRT Bus Transit,30,39,Peak,,,,,,,,,,,,
713,SGRN2,4067,83,,VIENNA STATION (CCLOCKWISE),35060,VIENNA STATION,35062,Other Primary - Local Bus,2,Fairfax City Bus,38,63,Off-Peak,304,330,392,377,362,300,308,356,327,357,307,282
714,SGRN2,4067,84,,VIENNA STATION (CCLOCKWISE),35060,VIENNA STATION,35062,Other Primary - Local Bus,2,Fairfax City Bus,38,63,Off-Peak,270,294,333,320,279,232,249,259,256,241,237,228
715,SGOLD1,4068,53,,VIENNA STATION (CLOCKWISE),35060,VIENNA STATION,34797,Other Primary - Local Bus,2,Fairfax City Bus,30,55,Peak,433,465,518,536,466,368,424,433,426,430,387,367
716,SGOLD1,4068,54,,VIENNA STATION (CLOCKWISE),35060,VIENNA STATION,34797,Other Primary - Local Bus,2,Fairfax City Bus,30,55,Peak,305,334,380,315,332,268,284,310,303,339,321,291
719,SGRN1,4070,73,,VIENNA STATION (CLOCKWISE),35060,VIENNA STATION,35062,Other Primary - Local Bus,2,Fairfax City Bus,33,63,Off-Peak,349,364,421,422,392,304,349,369,382,406,353,311
720,SGRN1,4070,74,,VIENNA STATION (CLOCKWISE),35060,VIENNA STATION,35062,Other Primary - Local Bus,2,Fairfax City Bus,33,63,Off-Peak,283,305,349,328,290,224,260,291,276,302,279,261
721,SGOLD2,4071,63,,VIENNA METRO COUNTERCLOCKWISE,35060,VIENNA METRO COUNTERCLOCKWISE,35062,Other Primary - Local Bus,2,Fairfax City Bus,30,60,Off-Peak,384,435,497,480,432,345,362,426,372,410,381,339
722,SGOLD2,4071,64,,VIENNA METRO COUNTERCLOCKWISE,35060,VIENNA METRO COUNTERCLOCKWISE,35062,Other Primary - Local Bus,2,Fairfax City Bus,30,60,Off-Peak,314,333,370,345,320,283,277,305,293,299,268,245
729,LINK1I,4075,,Not collected,DULLES AIRPORT,38042,Wiehle -Reston Metro,35657,Maryland Commuter Bus,2,Flyer Coach,15,15,Peak,,,,,,,,,,,,
730,LINK1I,4075,,Not collected,DULLES AIRPORT,38042,Wiehle -Reston Metro,35657,Maryland Commuter Bus,2,Flyer Coach,15,15,Peak,,,,,,,,,,,,
731,LINK1O,4077,,Not collected,Wiehle -Reston Metro,35657,DULLES AIRPORT,38042,Maryland Commuter Bus,2,Flyer Coach,20,15,Off-Peak,,,,,,,,,,,,
732,LINK1O,4077,,Not collected,Wiehle -Reston Metro,35657,DULLES AIRPORT,38042,Maryland Commuter Bus,2,Flyer Coach,20,15,Off-Peak,,,,,,,,,,,,
733,HTORGO,4079,,Not collected,Columbia Mall,44015,Kings Contrivance Villiage Center,44133,Other Primary - Express Bus,2,HT Ride,60,45,Off-Peak,,,,,,,,,,,,
734,HTYELB,4080,,Not collected,COLUMBIA MALL,44015,COLUMBIA MALL,44014,Other Primary - Express Bus,2,HT Ride,60,113,Off-Peak,,,,,,,,,,,,
735,HTYELA,4081,,Not collected,COLUMBIA MALL,44015,COLUMBIA MALL,44014,Other Primary - Express Bus,2,HT Ride,60,116,Peak,,,,,,,,,,,,
736,HTORGI,4082,,Not collected,Kings Contrivance Villiage Center,44286,Columbia Mall,44015,Other Primary - Express Bus,2,HT Ride,60,46,Peak,,,,,,,,,,,,
737,HTYELA,4081,,Not collected,COLUMBIA MALL,44015,COLUMBIA MALL,44014,Other Primary - Express Bus,2,HT Ride,60,116,Peak,,,,,,,,,,,,
738,HTPURO,4084,,Not collected,Laurel Mall,26243,Elkridge Corners Shopping Center,44090,Other Primary - Express Bus,2,HT Ride,60,52,Off-Peak,,,,,,,,,,,,
739,HTBRI,4085,,Not collected,Kings Contrivance Villiage Center,44133,Columbia Mall,44015,Other Primary - Express Bus,2,HT Ride,60,55,Peak,,,,,,,,,,,,
740,HTBRI,4085,,Not collected,Kings Contrivance Villiage Center,44133,Columbia Mall,44015,Other Primary - Express Bus,2,HT Ride,60,55,Peak,,,,,,,,,,,,
741,WM29NO,2762,"29K,N",,KING ST STATION & BUS BAY D,32157,VIENNA STATION (S) & BUS BAY T,35060,Local Metrobus,2,Metro Bus,60,66,Off-Peak,2445,2590,3032,2972,2684,2349,2312,2584,2675,2925,2589,2469
742,WM70%2I,2763,70,,SILVER SPRING STATION & BUS BAY I,22172,NW CONSTITUTION AV & NW 9TH ST,20061,Local Metrobus,2,Metro Bus,12,58,Peak,11712,11604,12296,12395,11509,11062,10902,11418,11843,12003,12435,11535
743,WM79I,2764,79,,SILVER SPRING STATION & BUS BAY I,22172,NW CONSTITUTION AV & NW 9TH ST,20059,Local Metrobus,2,Metro Bus,12,43,Off-Peak,7752,7566,7840,7687,7248,6986,6961,7353,7468,7205,7498,7407
744,WM79I,2764,79,,SILVER SPRING STATION & BUS BAY I,22172,NW CONSTITUTION AV & NW 9TH ST,20059,Local Metrobus,2,Metro Bus,12,43,Off-Peak,7752,7566,7840,7687,7248,6986,6961,7353,7468,7205,7498,7407
745,WM79O,2766,79,,NW CONSTITUTION AV & NW 9TH ST,20060,SILVER SPRING STATION & BUS BAY I,22172,Local Metrobus,2,Metro Bus,12,44,Off-Peak,7752,7566,7840,7687,7248,6986,6961,7353,7468,7205,7498,7407
746,WM79O,2766,79,,NW CONSTITUTION AV & NW 9TH ST,20060,SILVER SPRING STATION & BUS BAY I,22172,Local Metrobus,2,Metro Bus,12,44,Off-Peak,7752,7566,7840,7687,7248,6986,6961,7353,7468,7205,7498,7407
747,WM80I,2768,80,,FT TOTTEN STATION & BUS BAY F,21106,KENNEDY CTR RDWY & EISENHOWER THEAT,20176,Local Metrobus,2,Metro Bus,30,74,Off-Peak,7610,7162,7675,7359,6872,6498,6660,7058,7259,7202,7180,7216
748,WM80I,2768,80,,FT TOTTEN STATION & BUS BAY F,21106,KENNEDY CTR RDWY & EISENHOWER THEAT,20176,Local Metrobus,2,Metro Bus,30,74,Off-Peak,7610,7162,7675,7359,6872,6498,6660,7058,7259,7202,7180,7216
749,WMF06#I,2770,F6,,PG PLAZA STATION & BUS BAY D,26048,FT TOTTEN STATION & BUS BAY J,21900,Local Metrobus,2,Metro Bus,60,26,Off-Peak,1967,1977,2321,2260,1989,1830,1638,1823,1869,1928,1986,1946
750,WMF06#O,2771,F6,,PG PLAZA STATION & BUS BAY D,26048,NEW CARROLLTON STATION & BUS BAY H,26159,Local Metrobus,2,Metro Bus,60,43,Off-Peak,1967,1977,2321,2260,1989,1830,1638,1823,1869,1928,1986,1946
751,WM82I,2772,"81,82,83,83X,86",,MT RAINIER TERMINAL & LANE 1 OR 2,21155,RHODE ISLAND AVE STA & BUS BAY A,21012,Local Metrobus,2,Metro Bus,60,11,Peak,4840,4755,4658,4570,4091,4089,4046,4027,4432,4454,4312,4432
752,WM83I,2773,"81,82,83,83X,86",,JAYROSE BLVD & CHERRY HILL RD,27316,RHODE ISLAND AVE STA & BUS BAY A,21012,Local Metrobus,2,Metro Bus,20,55,Peak,4840,4755,4658,4570,4091,4089,4046,4027,4432,4454,4312,4432
753,WM70#4O,2774,70,,NW CONSTITUTION AV & NW 9TH ST,20061,SILVER SPRING STATION & BUS BAY I,22172,Local Metrobus,2,Metro Bus,12,61,Off-Peak,11712,11604,12296,12395,11509,11062,10902,11418,11843,12003,12435,11535
754,WMJ07O,2775,"J7,9",,BETHESDA STATION & BUS BAY B,22048,"LAKEFOREST MALL; LOST KNIFE & ODENDHAL",22161,Local Metrobus,2,Metro Bus,15,26,Peak,451,465,461,444,398,346,347,345,344,369,382,358
755,WM11Y#1I,2776,11Y,,S WASHINGTON ST & SOUTH ST (T),32383,VIRGINIA AVE (BETWEEN 18TH & 19TH ST),20249,Local Metrobus,2,Metro Bus,30,46,Peak,438,433,472,418,398,330,407,440,408,401,409,413
756,WM11YI,2777,11Y,,RT 235 MT VERN HWY & GRIST MILL WOO,36364,VIRGINIA AVE (BETWEEN 18TH & 19TH ST),20249,Local Metrobus,2,Metro Bus,30,77,Peak,438,433,472,418,398,330,407,440,408,401,409,413
757,F605N,3902,605,,GOVERNMENT CENTER PW & FORUM,34360,BLUEMONT & PRESIDENTS,34621,Other Primary - Local Bus,2,Fairfax Connector,60,56,Peak,394,408,397,406,369,345,322,321,354,386,386,408
758,F152C/,3906,152,,MOUNT VERNON ESTATE,34139,METRO HUNTINGTON S BAY C,34154,Other Primary - Local Bus,2,Fairfax Connector,30,44,Peak,574,537,547,481,480,502,446,455,515,490,535,533
759,F322C,3907,322,,METRO VAN DORN BAY F,32151,METRO VAN DORN BAY F,34022,Other Primary - Local Bus,2,Fairfax Connector,60,71,Off-Peak,755,765,727,729,816,756,708,635,696,735,693,742
760,F162CC,3887,162,,METRO HUNTINGTON S BAY D,34154,METRO HUNTINGTON S BAY D,34154,Other Primary - Local Bus,2,Fairfax Connector,30,43,Peak,440,475,462,438,385,364,359,366,414,412,402,429
761,F171N,3909,171,,VRE LORTON STATION BAY A,34931,METRO HUNTINGTON N BAY A,34154,Other Primary - Local Bus,2,Fairfax Connector,27,57,Off-Peak,3154,3266,3171,3114,2929,2842,2628,2604,2810,3052,3047,3036
762,F171S,3883,171,,METRO HUNTINGTON N BAY A,34154,VRE LORTON STATION BAY A,34224,Other Primary - Local Bus,2,Fairfax Connector,20,61,Peak,3154,3266,3171,3114,2929,2842,2628,2604,2810,3052,3047,3036
763,F231CC,3911,231,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,35266,Other Primary - Local Bus,2,Fairfax Connector,30,57,Peak,234,215,228,194,173,159,174,169,173,179,196,187
764,F232C,3912,232,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,35266,Other Primary - Local Bus,2,Fairfax Connector,60,55,Off-Peak,218,244,261,266,236,218,227,207,225,254,241,235
765,F232C,3912,232,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,35266,Other Primary - Local Bus,2,Fairfax Connector,60,55,Off-Peak,218,244,261,266,236,218,227,207,225,254,241,235
766,F301E,3914,301,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO HUNTINGTON N BAY A,34154,Other Primary - Local Bus,2,Fairfax Connector,60,44,Peak,236,242,274,251,253,234,252,202,196,230,258,225
767,F301W,3915,301,,METRO HUNTINGTON N BAY A,34154,METRO FRANCONIA SPRINGFIELD BA,35247,Other Primary - Local Bus,2,Fairfax Connector,30,39,Peak,236,242,274,251,253,234,252,202,196,230,258,225
768,F305I,3916,305,,VRE LORTON STATION BAY A,34211,METRO FRANCONIA SPRINGFIELD BA,34184,Other Primary - Local Bus,2,Fairfax Connector,30,40,Peak,179,166,178,177,163,128,125,134,154,176,170,168
769,F161C,3888,161,,METRO HUNTINGTON S BAY D,34154,METRO HUNTINGTON S BAY D,34154,Other Primary - Local Bus,2,Fairfax Connector,60,46,Off-Peak,502,497,496,515,466,480,417,426,447,488,505,468
770,F310E,3904,310,,PNR ROLLING VALLEY  BAY C,34257,METRO HUNTINGTON N BAY E,34154,Other Primary - Local Bus,2,Fairfax Connector,20,61,Peak,1736,1776,1795,1788,1553,1494,1332,1342,1497,1675,1663,1667
771,F310W,3919,310,,METRO HUNTINGTON N BAY E,34154,PNR ROLLING VALLEY  BAY C,34257,Other Primary - Local Bus,2,Fairfax Connector,20,57,Peak,1736,1776,1795,1788,1553,1494,1332,1342,1497,1675,1663,1667
772,F310W,3919,310,,METRO HUNTINGTON N BAY E,34154,PNR ROLLING VALLEY  BAY C,34257,Other Primary - Local Bus,2,Fairfax Connector,20,57,Peak,1736,1776,1795,1788,1553,1494,1332,1342,1497,1675,1663,1667
773,F321CC,3921,321,,METRO VAN DORN BAY D,34022,METRO VAN DORN BAY D,35013,Other Primary - Local Bus,2,Fairfax Connector,30,80,Peak,749,814,850,872,716,634,608,657,685,770,781,754
774,F321CC,3921,321,,METRO VAN DORN BAY D,34022,METRO VAN DORN BAY D,35013,Other Primary - Local Bus,2,Fairfax Connector,30,80,Peak,749,814,850,872,716,634,608,657,685,770,781,754
775,F401,3923,401,,METRO FRANCONIA SPRINGFIELD BA,34983,CHAIN BRIDGE & TYSONS,36025,Other Primary - Local Bus,2,Fairfax Connector,15,72,Peak,2789,2914,2877,2670,2465,2424,2164,2147,2366,2596,2467,2548
776,F402,3894,402,,CHAIN BRIDGE & TYSONS,36025,METRO FRANCONIA SPRINGFIELD BA,35247,Other Primary - Local Bus,2,Fairfax Connector,15,75,Peak,1759,1593,1650,1673,1374,1261,1200,1302,1433,1623,1780,1868
777,F333,3925,333,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34184,Other Primary - Local Bus,2,Fairfax Connector,43,36,Off-Peak,350,292,291,295,267,257,273,260,265,264,259,258
778,F334,3926,334,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34988,Other Primary - Local Bus,2,Fairfax Connector,30,51,Peak,146,158,150,138,137,115,116,127,137,153,155,161
779,F334,3926,334,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34988,Other Primary - Local Bus,2,Fairfax Connector,30,51,Peak,146,158,150,138,137,115,116,127,137,153,155,161
780,F335X,3928,335,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34212,Other Primary - Local Bus,2,Fairfax Connector,20,60,Peak,192,190,185,184,174,157,157,144,148,167,161,173
781,F333,3925,333,,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34184,Other Primary - Local Bus,2,Fairfax Connector,43,36,Off-Peak,350,292,291,295,267,257,273,260,265,264,259,258
782,F322C,3907,322,,METRO VAN DORN BAY F,32151,METRO VAN DORN BAY F,34022,Other Primary - Local Bus,2,Fairfax Connector,60,71,Off-Peak,755,765,727,729,816,756,708,635,696,735,693,742
783,F401,3923,401,,METRO FRANCONIA SPRINGFIELD BA,34983,CHAIN BRIDGE & TYSONS,36025,Other Primary - Local Bus,2,Fairfax Connector,15,72,Peak,2789,2914,2877,2670,2465,2424,2164,2147,2366,2596,2467,2548
784,F371I,3932,371,,PNR LORTON,34224,METRO FRANCONIA SPRINGFIELD BA,35247,Other Primary - Local Bus,2,Fairfax Connector,33,40,Off-Peak,510,573,538,535,519,470,440,434,505,498,470,465
785,F371O/,3933,371,,METRO FRANCONIA SPRINGFIELD BA,35247,PNR LORTON,35122,Other Primary - Local Bus,2,Fairfax Connector,33,42,Off-Peak,510,573,538,535,519,470,440,434,505,498,470,465
786,F622L,3934,622,,METRO VIENNA/GMU S BAY F,35062,METRO VIENNA/GMU S BAY F,34688,Other Primary - Local Bus,2,Fairfax Connector,60,40,Peak,168,176,201,156,177,158,153,134,145,144,168,180
787,F305O,3935,305,,METRO FRANCONIA SPRINGFIELD BA,35247,VRE LORTON STATION BAY A,34931,Other Primary - Local Bus,2,Fairfax Connector,30,35,Peak,179,166,178,177,163,128,125,134,154,176,170,168
