OBJECTID,TransitRouteID,TransitRoute,OperRtNM,Notes,Headway,Origin,ONode,Destination,DNode,Mode,Operator,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June,Direction
480,DAT8/2W,365,AT8, ,60,ROYAL ST (BETWEEN PENDLETON & WYTHE ST),32056,DUKE ST & N VAN DORN ST,32148,Other Primary - Local Bus,Dash,35,Off-Peak,2819,2813,2994,2917,2435,2204,2385,2503,2372,2492,2537,2467,2
481,DAT8/2E,366,AT8, ,15,EDSALL RD & WHITING ST,32143,KING STREET METRO STATION,32157,Other Primary - Local Bus,Dash,30,Peak,2819,2813,2994,2917,2435,2204,2385,2503,2372,2492,2537,2467,2
482,DAT7W,367,AT7, ,60,JEFFERSON ST & FAYETTE ST,32216,LANDMARK SHOPPING CENTER,32319,Other Primary - Local Bus,Dash,52,Off-Peak,719,694,697,623,566,492,558,581,599,633,597,625,2
483,ART41N,368,ART 41, ,15,S Dinwiddie Street SB @ Columbia Pike NS,30071,Court House Metro Arlington Co Offices (Flags),30122,Other Primary - Local Bus,ART Bus,24,Peak,2942,2852,3136,2902,2899,3014,2516,2474,2935,3159,2948,2683,2
484,ART41N,368,ART 41, ,15,S Dinwiddie Street SB @ Columbia Pike NS,30071,Court House Metro Arlington Co Offices (Flags),30122,Other Primary - Local Bus,ART Bus,24,Peak,2942,2852,3136,2902,2899,3014,2516,2474,2935,3159,2948,2683,2
485,ART41S,370,ART 41, ,16,Court House Metro Arlington Co Offices (Flags),30122,S Dinwiddie Street SB @ Columbia Pike NS,30071,Other Primary - Local Bus,ART Bus,34,Off-Peak,2942,2852,3136,2902,2899,3014,2516,2474,2935,3159,2948,2683,2
486,FRIBS4,314,RIBS 4, ,30,RESTON TOWN CTR TRANSIT STA BA,35650,RESTON TOWN CTR TRANSIT STA BA,36069,Other Primary - Local Bus,Fairfax Connector,21,Peak,156,140,136,123,127,142,125,115,114,130,129,134,2
487,F101N,359,101, ,33,MOUNT VERNON ESTATE,34157,METRO HUNTINGTON N BAY E,34154,Other Primary - Local Bus,Fairfax Connector,28,Off-Peak,710,632,646,590,485,451,489,510,638,636,602,655,2
488,WMC22#1I,373,C22, ,30,PRINCE GEORGES BLVD & TRADE ZONE AVE,26953,ADDISON RD STATION & BUS BAY E,26201,Local Metrobus,Metro Bus,61,Peak,2667,2614,2853,2768,2483,2249,2253,2626,2504,2816,2699,2757,2
489,F101S,374,101, ,33,METRO HUNTINGTON N BAY E,34154,MOUNT VERNON ESTATE,34157,Other Primary - Local Bus,Fairfax Connector,25,Off-Peak,710,632,646,590,485,451,489,510,638,636,602,655,2
490,F101S,374,101, ,33,METRO HUNTINGTON N BAY E,34154,MOUNT VERNON ESTATE,34157,Other Primary - Local Bus,Fairfax Connector,25,Off-Peak,710,632,646,590,485,451,489,510,638,636,602,655,2
491,F109E,376,109, ,30,METRO VAN DORN BAY D,34022,METRO HUNTINGTON N BAY D,34154,Other Primary - Local Bus,Fairfax Connector,25,Peak,536,519,520,561,552,510,505,517,569,591,575,605,2
492,F109E,376,109, ,30,METRO VAN DORN BAY D,34022,METRO HUNTINGTON N BAY D,34154,Other Primary - Local Bus,Fairfax Connector,25,Peak,536,519,520,561,552,510,505,517,569,591,575,605,2
493,F109W,378,109, ,30,METRO HUNTINGTON N BAY D,34154,METRO VAN DORN BAY D,34022,Other Primary - Local Bus,Fairfax Connector,34,Peak,536,519,520,561,552,510,505,517,569,591,575,605,2
494,F109W,378,109, ,30,METRO HUNTINGTON N BAY D,34154,METRO VAN DORN BAY D,34022,Other Primary - Local Bus,Fairfax Connector,34,Peak,536,519,520,561,552,510,505,517,569,591,575,605,2
495,DAT8/3W,380,AT8, ,20,KING STREET METRO STATION,32157,DUKE ST & N VAN DORN ST,32148,Other Primary - Local Bus,Dash,21,Peak,2819,2813,2994,2917,2435,2204,2385,2503,2372,2492,2537,2467,2
496,RO94O,381,94, ,60,GERMANTOWN MARC STATION,22146,CLARKSBURG GATEWAY Ctr DR,22738,Other Primary - Local Bus,Ride On Bus,28,Off-Peak,1,3,4,8,6,4,4,8,4,5,7,7,2
497,F171S,382,171, ,20,METRO HUNTINGTON N BAY A,34154,VRE LORTON STATION BAY A,34224,Other Primary - Local Bus,Fairfax Connector,61,Peak,3494,3428,3541,3412,3315,3105,2962,3079,3218,3322,3373,3298,2
498,ART62O,383,ART 62, ,30,Court House Metro 15th St N EB @ N Uhle S,30122,Ballston Metro N Stafford St SB @ Fairfax D,30093,Other Primary - Local Bus,ART Bus,25,Peak,150,146,172,167,163,139,145,152,137,146,143,158,2
499,F159,384,159, ,60,METRO HUNTINGTON S BAY B,34154,SACRAMENTO @ RICHMOND HY,34275,Other Primary - Local Bus,Fairfax Connector,37,Off-Peak,520,548,560,537,532,513,511,497,506,570,546,528,2
500,F159I,332,159, ,60,SACRAMENTO @ RICHMOND HY,34275,METRO HUNTINGTON S BAY B,34154,Other Primary - Local Bus,Fairfax Connector,37,Off-Peak,520,548,560,537,532,513,511,497,506,570,546,528,2
501,ART41S,370,ART 41, ,16,Court House Metro Arlington Co Offices (Flags),30122,S Dinwiddie Street SB @ Columbia Pike NS,30071,Other Primary - Local Bus,ART Bus,34,Off-Peak,2942,2852,3136,2902,2899,3014,2516,2474,2935,3159,2948,2683,2
502,WM02AI,387,02A, ,30,DUNN LORING STATION & TEMP BAY E,35918,BALLSTON STATION & BUS BAY D,30489,Local Metrobus,Metro Bus,36,Off-Peak,3407,3442,3478,3490,3298,3034,3063,3327,3275,3579,3758,3599,2
503,WMW04#1S,388,W4, ,21,DEANWOOD STATION & BUS BAY A,21208,ANACOSTIA STATION & BUS BAY D,20731,Local Metrobus,Metro Bus,59,Off-Peak,5164,5130,5582,5844,5782,5007,5293,5825,5454,5125,5664,5057,2
504,WMW04#1S,388,W4, ,21,DEANWOOD STATION & BUS BAY A,21208,ANACOSTIA STATION & BUS BAY D,20731,Local Metrobus,Metro Bus,59,Off-Peak,5164,5130,5582,5844,5782,5007,5293,5825,5454,5125,5664,5057,2
505,WMW06L,390,W6, ,15,ANACOSTIA STATION & BUS BAY M,20731,ANACOSTIA STATION & BUS BAY M,21341,Local Metrobus,Metro Bus,38,Peak,1332,1310,1706,2298,2149,2005,2059,2126,2141,2180,2435,2092,2
506,WMW06L,390,W6, ,15,ANACOSTIA STATION & BUS BAY M,20731,ANACOSTIA STATION & BUS BAY M,21341,Local Metrobus,Metro Bus,38,Peak,1332,1310,1706,2298,2149,2005,2059,2126,2141,2180,2435,2092,2
507,WMW08L,271,W8, ,30,ANACOSTIA STATION & BUS BAY M,21341,ANACOSTIA STATION & BUS BAY M,20731,Local Metrobus,Metro Bus,36,Off-Peak,1332,1310,1706,2298,2149,2005,2059,2126,2141,2180,2435,2092,2
508,WM10EI,393,10E, ,15,BRADDOCK RD STA & BUS BAY B,32158,FORT MYER DR & WILSON BLVD,30359,Local Metrobus,Metro Bus,40,Peak,2543,2672,2598,2480,2374,2267,2223,2292,2254,2089,2089,2242,2
509,DAT4N,394,AT4, ,20,N FAIRFAX ST & KING ST,32075,PENTAGON BUS TERMINAL,32158,Other Primary - Express Bus,Dash,41,Peak,885,817,880,849,705,657,818,785,745,794,757,804,2
510,WM09SL,395,09S, ,6,BELL ST & 18TH ST (9S ONLY),30276,BELL ST & 18TH ST (9S ONLY),30276,Local Metrobus,Metro Bus,17,Peak,1297,1269,1224,1215,1135,995,1070,1135,1086,1051,1049,1074,2
511,F306S,396,306, ,60,METRO PENTAGON,30359,UNIVERSITY @ POHICK,34366,Express Metrobus,Fairfax Connector,46,Off-Peak,163,153,171,170,172,152,166,174,175,158,165,163,2
512,MT201,397,201, ,60,GAITHERSBURG PARK & RIDE,22416,BWI - MARC sb,45671,Commuter Bus,MTA,78,Off-Peak,211,237,234,247,250,237,243,232,273,290,324,317,2
513,OLMNI,398, ,Not collected,60,HASTINGS DR & HENDLEY,40493,NOVA,40112,Other Primary - Express Bus,Omni-Link,60,Off-Peak,,,,,,,,,,,,,2
514,ART75I,399,ART 75, ,50,Shirlington Station NB,30170,N Monroe Street SB @ 9th St N FS,30223,Other Primary - Local Bus,ART Bus,37,Off-Peak,573,521,647,651,601,571,571,641,628,689,726,673,2
515,WMD06/O,400,D6, ,20,STADIUM ARMORY STATION & BUS BAY G,21240,NW 20TH ST & NW NEW HAMPSHIRE AV,20537,Local Metrobus,Metro Bus,48,Peak,5208,5152,5166,5253,4876,4343,4806,5049,4909,4925,4990,5049,2
516,WM02AI,387,02A, ,30,DUNN LORING STATION & TEMP BAY E,35918,BALLSTON STATION & BUS BAY D,30489,Local Metrobus,Metro Bus,36,Off-Peak,3407,3442,3478,3490,3298,3034,3063,3327,3275,3579,3758,3599,2
517,WMD01I,402,D1, ,10,TUNLAW RD NW & #2641,20372,10TH ST & CONSTITUTION AVE (63 & 64),20061,Local Metrobus,Metro Bus,50,Peak,503,472,502,492,460,403,462,535,459,467,440,510,2
518,MT201,397,201, ,60,GAITHERSBURG PARK & RIDE,22416,BWI - MARC sb,45671,Commuter Bus,MTA,78,Off-Peak,211,237,234,247,250,237,243,232,273,290,324,317,2
519,WMS91L,97,S91, ,15,FRANCONIA-SPRGFLD STA & BUS BAY,35247,FRANCONIA-SPRGFLD STA & BUS BAY,34988,Local Metrobus,Metro Bus,9,Peak,470,435,461,,,,,,,,,,2
520,DAT1N,405,AT1, ,30,VAN DORN METRO,32151,SEMINARY RD & KENMORE AV,32197,Other Primary - Local Bus,Dash,43,Peak,1900,1808,1988,1947,1648,1518,1551,1660,1575,1709,1704,1682,2
521,OLMNI,398, ,Not collected,60,HASTINGS DR & HENDLEY,40493,NOVA,40112,Other Primary - Express Bus,Omni-Link,60,Off-Peak,,,,,,,,,,,,,2
522,WM22BI,407,22B, ,60,FOUR MILE RUN DR @ COLUMBIA PIKE (E),30072,BALLSTON STATION & BUS BAY F,30093,Local Metrobus,Metro Bus,13,Off-Peak,1396,1349,1384,1344,1285,1169,1227,1304,1374,1363,1323,1534,2
523,WMNH1I,408,NH1, ,30,BRANCH AVE STATION & BUS BAY H,26527,ST GEORGE BLVD & WATERFRONT ST,27923,Local Metrobus,Metro Bus,22,Peak,770,777,726,736,665,637,551,563,709,793,801,827,2
524,WMNH1I,408,NH1, ,30,BRANCH AVE STATION & BUS BAY H,26527,ST GEORGE BLVD & WATERFRONT ST,27923,Local Metrobus,Metro Bus,22,Peak,770,777,726,736,665,637,551,563,709,793,801,827,2
525,WMNH1O,410,NH1, ,30,ST GEORGE BLVD & WATERFRONT ST,27923,BRANCH AVE STATION & BUS BAY H,26527,Local Metrobus,Metro Bus,19,Off-Peak,770,777,726,736,665,637,551,563,709,793,801,827,2
526,WMNH1O,410,NH1, ,30,ST GEORGE BLVD & WATERFRONT ST,27923,BRANCH AVE STATION & BUS BAY H,26527,Local Metrobus,Metro Bus,19,Off-Peak,770,777,726,736,665,637,551,563,709,793,801,827,2
527,WM07MI,412,07M, ,15,MARK CENTER BUS BAY C,32095,PENTAGON STATION & BUS BAY U6 HOV,30206,Local Metrobus,Metro Bus,10,Off-Peak,1874,1985,2018,1915,1756,1529,1564,1551,1681,1891,1727,2103,2
528,WM07MO,248,07M, ,15,PENTAGON STATION & BUS BAY U6 HOV,30206,MARK CENTER BUS BAY C,32095,Local Metrobus,Metro Bus,14,Off-Peak,1874,1985,2018,1915,1756,1529,1564,1551,1681,1891,1727,2103,2
529,F162CC,414,162, ,30,METRO HUNTINGTON S BAY D,34154,METRO HUNTINGTON S BAY D,34154,Other Primary - Local Bus,Fairfax Connector,40,Peak,401,393,399,406,412,387,395,423,439,407,403,389,2
530,ART53WE,415,ART 53, ,30,East Falls Church Metro Sycamore Street @ Bay A,30498,East Falls Church Metro Sycamore Street @ Bay A,30047,Other Primary - Local Bus,ART Bus,13,Peak,304,295,310,284,244,220,251,253,253,272,256,263,2
531,F553E,416,553, ,30,LAWYERS @ VIKING,34644,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,37,Peak,133,123,132,138,126,110,138,125,134,137,131,171,2
532,F161C,417,161, ,60,METRO HUNTINGTON S BAY D,34154,METRO HUNTINGTON S BAY D,34154,Other Primary - Local Bus,Fairfax Connector,46,Off-Peak,628,596,609,548,507,427,459,485,474,540,544,551,2
533,F427L,418,427, ,25,METRO WEST FALLS CH VT-UVA N B,34940,METRO WEST FALLS CH VT-UVA N B,34938,Other Primary - Express Bus,Fairfax Connector,27,Off-Peak,860,752,892,870,797,756,807,849,794,766,806,833,2
534,F462E,419,462, ,30,METRO VIENNA/GMU S BAY G,35062,OLD LEE @ HILLTOP,35916,Other Primary - Local Bus,Fairfax Connector,22,Peak,50,52,53,50,40,46,45,48,38,48,46,43,2
535,F463W,420,463, ,60,OLD LEE @ HILLTOP,35916,METRO VIENNA/GMU S BAY G,35062,Other Primary - Local Bus,Fairfax Connector,44,Peak,91,99,110,106,97,87,98,100,107,108,113,104,2
536,F466L,421,466, ,30,METRO VIENNA/GMU S BAY H,35062,METRO VIENNA/GMU S BAY H,34688,Other Primary - Local Bus,Fairfax Connector,29,Peak,201,212,233,227,203,196,225,231,224,224,222,205,2
537,F505E,286,505, ,30,RESTON TOWN CTR TRANSIT STATIO,36069,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,26,Peak,1179,1112,1160,1161,1106,1007,1122,1076,1140,1124,1132,1164,2
538,F505W,423,505, ,30,METRO WEST FALLS CH VT-UVA N B,34940,RESTON TOWN CTR TRANSIT STATIO,35651,Other Primary - Local Bus,Fairfax Connector,26,Peak,1179,1112,1160,1161,1106,1007,1122,1076,1140,1124,1132,1164,2
539,F505W,423,505, ,30,METRO WEST FALLS CH VT-UVA N B,34940,RESTON TOWN CTR TRANSIT STATIO,35651,Other Primary - Local Bus,Fairfax Connector,26,Peak,1179,1112,1160,1161,1106,1007,1122,1076,1140,1124,1132,1164,2
540,F551E,425,551, ,30,PNR HERNDON MONROE BAY G,35655,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,37,Peak,531,508,553,542,518,458,505,530,490,469,502,492,2
541,F551W,426,551, ,30,METRO WEST FALLS CH VT-UVA N B,34940,PNR HERNDON MONROE BAY G,35655,Other Primary - Local Bus,Fairfax Connector,35,Peak,531,508,553,542,518,458,505,530,490,469,502,492,2
542,F552E,427,552, ,30,RING @ THANLET,34561,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,30,Peak,219,224,257,245,208,195,234,235,237,238,250,265,2
543,F402,428,402, ,15,TYSONS WESTPARK TRANSIT STN BA,36025,METRO FRANCONIA SPRINGFIELD BA,35247,Other Primary - Local Bus,Fairfax Connector,89,Peak,1459,1531,1524,1586,1680,1529,1491,1663,1676,1699,1756,1570,2
544,F555E,429,555, ,10,SUNSET HILLS PARK AND RIDE,35651,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,22,Peak,832,811,916,851,796,688,738,771,768,885,866,889,2
545,F427L,418,427, ,25,METRO WEST FALLS CH VT-UVA N B,34940,METRO WEST FALLS CH VT-UVA N B,34938,Other Primary - Express Bus,Fairfax Connector,27,Off-Peak,860,752,892,870,797,756,807,849,794,766,806,833,2
546,F395C,431,395, ,20,PNR GAMBRILL,35248,METRO PENTAGON,30206,Other Primary - Local Bus,Fairfax Connector,36,Peak,391,398,447,437,417,379,409,452,426,495,439,418,2
547,F554E,432,554, ,30,WIEHLE @ CENTER HARBOR,34408,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,26,Peak,227,208,228,213,201,186,208,214,235,218,216,207,2
548,F557E,433,557, ,60,PNR RESTON SOUTH BAY C,34644,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,32,Peak,121,146,138,139,135,103,139,139,128,131,138,132,2
549,F574E,434,574, ,60,RESTON TOWN CTR TRANSIT STATIO,34621,TYSONS WESTPARK TRANSIT STN BA,35132,Other Primary - Local Bus,Fairfax Connector,32,Off-Peak,221,208,217,215,202,203,198,212,207,230,232,223,2
550,F574E,434,574, ,60,RESTON TOWN CTR TRANSIT STATIO,34621,TYSONS WESTPARK TRANSIT STN BA,35132,Other Primary - Local Bus,Fairfax Connector,32,Off-Peak,221,208,217,215,202,203,198,212,207,230,232,223,2
551,F574W,436,574, ,60,TYSONS WESTPARK TRANSIT STN BA,35132,RESTON TOWN CTR TRANSIT STATIO,34621,Other Primary - Local Bus,Fairfax Connector,28,Peak,221,208,217,215,202,203,198,212,207,230,232,223,2
552,F574W,436,574, ,60,TYSONS WESTPARK TRANSIT STN BA,35132,RESTON TOWN CTR TRANSIT STATIO,34621,Other Primary - Local Bus,Fairfax Connector,28,Peak,221,208,217,215,202,203,198,212,207,230,232,223,2
553,F585E,438,585, ,15,PNR RESTON SOUTH BAY B,34644,METRO WEST FALLS CH VT-UVA N B,34940,Other Primary - Local Bus,Fairfax Connector,23,Peak,492,476,529,499,436,427,450,471,448,500,489,484,2
554,F595E,439,595, ,30,PNR RESTON NORTH,35657,METRO PENTAGON,30360,Other Primary - Express Bus,Fairfax Connector,40,Peak,237,243,253,247,229,191,250,256,237,240,229,215,2
555,F597E,440,597, ,30,PNR RESTON NORTH B,35657,CRYSTAL DR @ 18TH,30279,Other Primary - Express Bus,Fairfax Connector,52,Peak,157,143,142,164,153,150,173,188,173,175,173,174,2
556,F605N,441,605, ,60,GOVERNMENT CENTER @ POST FORES,34360,RESTON TOWN CTR TRANSIT STA BA,34621,Other Primary - Local Bus,Fairfax Connector,57,Peak,472,476,509,456,451,430,389,409,441,459,460,448,2
557,F605S,357,605, ,60,RESTON TOWN CTR TRANSIT STA BA,34621,GOVERNMENT CENTER @ POST FORES,34360,Other Primary - Local Bus,Fairfax Connector,51,Off-Peak,472,476,509,456,451,430,389,409,441,459,460,448,2
558,WMW04#1N,209,W4, ,20,ANACOSTIA STATION & BUS BAY D,20731,DEANWOOD STATION & BUS BAY A,21208,Local Metrobus,Metro Bus,56,Off-Peak,5164,5130,5582,5844,5782,5007,5293,5825,5454,5125,5664,5057,2
559,F425L,444,425, ,23,METRO WEST FALLS CH VT-UVA N B,34940,METRO WEST FALLS CH VT-UVA N B,34938,Other Primary - Express Bus,Fairfax Connector,24,Off-Peak,656,703,653,654,633,514,579,587,619,693,649,723,2
560,F310E,445,310, ,20,PNR ROLLING VALLEY  BAY C,34257,METRO HUNTINGTON N BAY E,34154,Other Primary - Local Bus,Fairfax Connector,61,Peak,1724,1747,1795,1735,1637,1540,1482,1602,1633,1742,1770,1707,2
561,F605N,441,605, ,60,GOVERNMENT CENTER @ POST FORES,34360,RESTON TOWN CTR TRANSIT STA BA,34621,Other Primary - Local Bus,Fairfax Connector,57,Peak,472,476,509,456,451,430,389,409,441,459,460,448,2
562,F152C/,246,152, ,50,MOUNT VERNON ESTATE,34139,METRO HUNTINGTON S BAY C,34154,Other Primary - Local Bus,Fairfax Connector,40,Off-Peak,607,619,572,585,547,535,545,617,593,599,585,541,2
563,F322C,448,322, ,60,METRO VAN DORN BAY F,32151,METRO VAN DORN BAY F,34022,Other Primary - Local Bus,Fairfax Connector,71,Off-Peak,685,750,780,686,697,624,631,661,687,773,775,699,2
564,F162CC,414,162, ,30,METRO HUNTINGTON S BAY D,34154,METRO HUNTINGTON S BAY D,34154,Other Primary - Local Bus,Fairfax Connector,40,Peak,401,393,399,406,412,387,395,423,439,407,403,389,2
565,F171N,330,171, ,20,VRE LORTON STATION BAY A,34224,METRO HUNTINGTON N BAY A,34154,Other Primary - Local Bus,Fairfax Connector,71,Peak,3494,3428,3541,3412,3315,3105,2962,3079,3218,3322,3373,3298,2
566,F171S,382,171, ,20,METRO HUNTINGTON N BAY A,34154,VRE LORTON STATION BAY A,34224,Other Primary - Local Bus,Fairfax Connector,61,Peak,3494,3428,3541,3412,3315,3105,2962,3079,3218,3322,3373,3298,2
567,F231CC,452,231, ,30,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,35266,Other Primary - Local Bus,Fairfax Connector,57,Peak,259,245,253,244,213,178,204,199,207,203,195,181,2
568,F232C,453,232, ,60,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,35266,Other Primary - Local Bus,Fairfax Connector,55,Off-Peak,217,225,236,220,220,203,206,225,223,252,263,283,2
569,F232C,453,232, ,60,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,35266,Other Primary - Local Bus,Fairfax Connector,55,Off-Peak,217,225,236,220,220,203,206,225,223,252,263,283,2
570,F301E,455,301, ,60,METRO FRANCONIA SPRINGFIELD BA,35247,METRO HUNTINGTON N BAY A,34154,Other Primary - Local Bus,Fairfax Connector,44,Peak,199,201,220,216,197,202,195,199,205,237,232,208,2
571,F301W,456,301, ,30,METRO HUNTINGTON N BAY A,34154,METRO FRANCONIA SPRINGFIELD BA,35247,Other Primary - Local Bus,Fairfax Connector,39,Peak,199,201,220,216,197,202,195,199,205,237,232,208,2
572,F305I,457,305, ,30,VRE LORTON STATION BAY A,34211,METRO FRANCONIA SPRINGFIELD BA,34184,Other Primary - Local Bus,Fairfax Connector,40,Peak,188,197,200,196,191,194,182,195,195,199,191,209,2
573,F425L,444,425, ,23,METRO WEST FALLS CH VT-UVA N B,34940,METRO WEST FALLS CH VT-UVA N B,34938,Other Primary - Express Bus,Fairfax Connector,24,Off-Peak,656,703,653,654,633,514,579,587,619,693,649,723,2
574,WMU06LO,459,U6, ,14,EAST CAPITOL,21688,MINNESOTA AVE,21763,Local Metrobus,Metro Bus,32,Peak,3201,3186,3420,3249,3096,2984,3124,3478,3389,3417,3444,3148,2
575,F161C,417,161, ,60,METRO HUNTINGTON S BAY D,34154,METRO HUNTINGTON S BAY D,34154,Other Primary - Local Bus,Fairfax Connector,46,Off-Peak,628,596,609,548,507,427,459,485,474,540,544,551,2
576,F310E,445,310, ,20,PNR ROLLING VALLEY  BAY C,34257,METRO HUNTINGTON N BAY E,34154,Other Primary - Local Bus,Fairfax Connector,61,Peak,1724,1747,1795,1735,1637,1540,1482,1602,1633,1742,1770,1707,2
577,F310W,462,310, ,20,METRO HUNTINGTON N BAY E,34154,PNR ROLLING VALLEY  BAY C,34257,Other Primary - Local Bus,Fairfax Connector,57,Peak,1724,1747,1795,1735,1637,1540,1482,1602,1633,1742,1770,1707,2
578,F310W,462,310, ,20,METRO HUNTINGTON N BAY E,34154,PNR ROLLING VALLEY  BAY C,34257,Other Primary - Local Bus,Fairfax Connector,57,Peak,1724,1747,1795,1735,1637,1540,1482,1602,1633,1742,1770,1707,2
579,F321CC,464,321, ,30,METRO VAN DORN BAY D,34022,METRO VAN DORN BAY D,35013,Other Primary - Local Bus,Fairfax Connector,80,Peak,953,872,854,899,830,823,819,804,812,783,779,847,2
580,F321CC,464,321, ,30,METRO VAN DORN BAY D,34022,METRO VAN DORN BAY D,35013,Other Primary - Local Bus,Fairfax Connector,80,Peak,953,872,854,899,830,823,819,804,812,783,779,847,2
581,F401,466,401, ,20,METRO FRANCONIA SPRINGFIELD BA,34983,TYSONS WESTPARK TRANSIT STN BA,36025,Other Primary - Local Bus,Fairfax Connector,87,Peak,3044,2910,3143,2876,2640,2493,2428,2460,2517,2761,2632,2810,2
582,F402,428,402, ,15,TYSONS WESTPARK TRANSIT STN BA,36025,METRO FRANCONIA SPRINGFIELD BA,35247,Other Primary - Local Bus,Fairfax Connector,89,Peak,1459,1531,1524,1586,1680,1529,1491,1663,1676,1699,1756,1570,2
583,F333,468,333, ,20,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34988,Other Primary - Local Bus,Fairfax Connector,33,Peak,124,118,129,229,310,246,256,261,284,312,320,357,2
584,F333,468,333, ,20,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34988,Other Primary - Local Bus,Fairfax Connector,33,Peak,124,118,129,229,310,246,256,261,284,312,320,357,2
585,F334,470,334, ,30,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34988,Other Primary - Local Bus,Fairfax Connector,51,Peak,111,125,118,148,146,154,159,169,156,147,144,146,2
586,F334,470,334, ,30,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34988,Other Primary - Local Bus,Fairfax Connector,51,Peak,111,125,118,148,146,154,159,169,156,147,144,146,2
587,F335X,472,335, ,20,METRO FRANCONIA SPRINGFIELD BA,35247,METRO FRANCONIA SPRINGFIELD BA,34212,Other Primary - Local Bus,Fairfax Connector,60,Peak,163,180,184,189,187,193,200,198,204,211,217,217,2
588,WMU06LI,72,U6, ,38,MINNESOTA AVE STA & BUS BAY,21763,MINNESOTA AVE STA & BUS BAY,21309,Local Metrobus,Metro Bus,32,Off-Peak,3201,3186,3420,3249,3096,2984,3124,3478,3389,3417,3444,3148,2
589,WM23AO,474,23A, ,30,S CRYSTAL DR & S 20TH ST,30279,TYSONS WESTPARK TRAN STA & BUS BAY,35132,Local Metrobus,Metro Bus,86,Off-Peak,3810,3875,3876,3964,3764,3432,3431,3687,3723,3817,3988,3917,2
590,WMR04O,29,R4, ,20,BROOKLAND STATION & BUS BAY A,21133,HIGHVIEW TERR & FOOT OF INCLINE,26123,Local Metrobus,Metro Bus,26,Peak,1420,1450,1485,1510,1486,1334,1359,1388,1394,1522,1511,1490,2
591,WMB08%,476,B8, ,60,NE BLADENSBURG RD & NE SOUTH DAKOTA AV,21169,FT LINCOLN DR NE & PETERSBURG APTS,21175,Local Metrobus,Metro Bus,5,Peak,563,485,564,580,575,477,495,583,539,538,597,526,2
592,WM16HI,477,16H, ,20,S GEORGE MASON DR & #3817,34023,BELL ST & 18TH ST,30276,Local Metrobus,Metro Bus,31,Peak,3933,3868,3797,3709,3641,3303,3224,3267,3369,3757,3836,3849,2
593,WM16HI%,478,16H, ,30,S GEORGE MASON DR & #3817,34023,S HAYES ST & PENTAGON CITY STATION,30194,Local Metrobus,Metro Bus,26,Peak,3933,3868,3797,3709,3641,3303,3224,3267,3369,3757,3836,3849,2
594,F322C,448,322, ,60,METRO VAN DORN BAY F,32151,METRO VAN DORN BAY F,34022,Other Primary - Local Bus,Fairfax Connector,71,Off-Peak,685,750,780,686,697,624,631,661,687,773,775,699,2
595,ART52I,349,ART 52, ,60,East Falls Church Metro Sycamore Street @ Bay A,30047,Ballston Metro Fairfax Dr EB @ N Stafford S,30093,Other Primary - Local Bus,ART Bus,29,Off-Peak,444,442,517,453,464,410,460,489,468,512,520,466,2
596,WMS02%4I,481,S2, ,60,NW 16TH ST & NW EASTERN AV,20801,NW I ST & NW 14TH ST,20075,Local Metrobus,Metro Bus,40,Peak,14823,14619,15137,15476,14440,13342,13446,13972,14193,14495,14510,14342,2
597,WM32/,482,32, ,60,POTOMAC PARK (VA-21ST),20263,SOUTHERN AVE STATION & BUS BAY A,21354,Local Metrobus,Metro Bus,67,Off-Peak,13361,13678,14208,13924,12986,11990,12510,13664,13300,13636,14270,14126,2
598,WM25CI,483,25C, ,20,FILLMORE AVE & CAMPUS DR,32185,PENTAGON STATION & BUS BAY U11,30359,Local Metrobus,Metro Bus,22,Peak,1341,1354,1450,1439,1385,1189,1345,1438,1253,1344,1290,1340,2
599,WM25DO,484,25D, ,30,PENTAGON ST & BUS BAY U4 (22A B 24P),30206,FILLMORE AVE & CAMPUS DR,32187,Local Metrobus,Metro Bus,22,Peak,1341,1354,1450,1439,1385,1189,1345,1438,1253,1344,1290,1340,2
