OBJECTID,TransitRouteID,TransitRoute,OperRtNM,Notes,Headway,Origin,ONode,Destination,DNode,Mode,Operator,Runtime,Period,July,August,September,October,November,December,January,February,March,April,May,June,Direction
368,WMX02I,117,X2, ,8,MINNESOTA AVE STA & BUS BAY K,21203,NW H ST & NW MADISON PL,20141,Local Metrobus,Metro Bus,41,Off-Peak,12905,12556,13057,12766,12235,11500,11747,12913,12425,12624,13038,12531,2
369,WMX02I,117,X2, ,8,MINNESOTA AVE STA & BUS BAY K,21203,NW H ST & NW MADISON PL,20141,Local Metrobus,Metro Bus,41,Off-Peak,12905,12556,13057,12766,12235,11500,11747,12913,12425,12624,13038,12531,2
370,WMX01I,119,X1, ,15,MINNESOTA AVE STA & BUS BAY L,21203,NW 23RD ST & NW I ST,20131,Local Metrobus,Metro Bus,42,Peak,1016,1103,1241,1405,1284,1126,1215,1243,1199,1240,1229,1141,2
371,WM18RI,120,18R, ,30,COFFER WOODS RD & BLINCOE CT,34954,FRANCONIA-SPRGFLD STA & BUS BAY D,34184,Local Metrobus,Metro Bus,48,Peak,738,754,806,804,746,626,744,771,711,780,795,780,2
372,WMW15I,121,W15, ,30,OLD BRANCH AV & ALLENTOWN WY,26955,SOUTHERN AVE STATION & BUS BAY K,20888,Local Metrobus,Metro Bus,43,Peak,258,266,325,351,306,296,291,320,305,326,334,342,2
373,WM18S%O,122,18S, ,15,FRANCONIA-SPRGFLD STA & BUS BAY D,34184,FRAN-SPRG & SPRING VILLAGE,34229,Local Metrobus,Metro Bus,4,Peak,738,754,806,804,746,626,744,771,711,780,795,780,2
374,WMW14I,123,W14, ,60,FRIENDLY MD (ALLENTOWN RD & OLD FORT RD),27686,ANACOSTIA STATION & BUS BAY D,20731,Local Metrobus,Metro Bus,39,Off-Peak,845,862,961,812,755,656,699,741,737,886,866,869,2
375,WMW13I,124,W13, ,30,OLD FORT RD & INDIAN HEAD HWY,26801,NW 17TH ST & NW I ST,20098,Local Metrobus,Metro Bus,63,Peak,845,862,961,812,755,656,699,741,737,886,866,869,2
376,WMW13#1I,125,W13, ,30,FRIENDLY MD (ALLENTOWN RD & OLD FORT RD),27686,NW 17TH ST & NW I ST,20098,Local Metrobus,Metro Bus,54,Peak,845,862,961,812,755,656,699,741,737,886,866,869,2
377,WM21DI,126,21D, ,60,DUKE ST & REYNOLDS ST,32318,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,Metro Bus,30,Peak,568,572,581,560,500,421,500,518,501,556,569,557,2
378,WM21AI,127,21A, ,20,DUKE ST & REYNOLDS ST,32094,PENTAGON STATION & BUS BAY U11,30206,Express Metrobus,Metro Bus,26,Peak,568,572,581,560,500,421,500,518,501,556,569,557,2
379,WMS04I,57,S4, ,20,SILVER SPRING STATION & BUS BAY J,22862,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,Local Metrobus,Metro Bus,53,Peak,14823,14619,15137,15476,14440,13342,13446,13972,14193,14495,14510,14342,2
380,WMW19I,129,W19, ,20,PYE ST & GREENHOW CIR,47279,SOUTHERN AVE STATION & BUS BAY J,21354,Local Metrobus,Metro Bus,58,Peak,531,512,540,524,450,390,433,506,420,468,480,484,2
381,WM70%2I,130,70, ,12,SILVER SPRING STATION & BUS BAY I,22172,NW CONSTITUTION AV & NW 9TH ST,20061,Local Metrobus,Metro Bus,59,Off-Peak,10754,11048,11543,11775,10986,10388,10528,11986,11478,11349,11403,10858,2
382,WM92%#1I,237,92, ,12,CONGRESS HEIGHTS STA & BUS BAY E,21369,NW U ST & NW 14TH ST,20445,Local Metrobus,Metro Bus,60,Peak,12147,12390,12987,12883,12372,11470,11644,12706,12311,12652,12841,12331,2
383,WMB24I,580,B24, ,30,BOWIE PARK & RIDE LOT & BAY C,26413,NEW CARROLLTON STATION & BUS BAY G,26159,Local Metrobus,Metro Bus,42,Peak,1059,1082,1108,1073,1018,915,878,979,924,1049,999,1009,2
384,WMC21O,133,C21, ,60,ADDISON RD STATION & BUS BAY E,26201,CAMPUS WAY SOUTH & PRINCE PL,26334,Local Metrobus,Metro Bus,24,Off-Peak,2667,2614,2853,2768,2483,2249,2253,2626,2504,2816,2699,2757,2
385,WMD12I,134,D12, ,60,SUITLAND STATION & BAY H,26570,SOUTHERN AVE STATION & BUS BAY M,21354,Local Metrobus,Metro Bus,58,Off-Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
386,WME02I,135,E2, ,33,NEW YORK AVE NE & BET FENWICK ST &,20415,FRIENDSHIP HTS STA & BUS BAY J,22864,Local Metrobus,Metro Bus,47,Off-Peak,6593,6607,7045,7099,6643,6053,6213,6662,6480,6541,6831,6256,2
387,WMJ02#2O,136,J2, ,19,SILVER SPRING STATION & BUS BAY F,22862,MONTGOMERY MALL TRANSIT CTR & WESTL,22317,Local Metrobus,Metro Bus,47,Off-Peak,6546,6427,6551,6453,6360,6060,6230,6492,6397,6589,6925,6892,2
388,WMM04%1O,137,M4, ,30,NW FORT DR & NW ALBEMARLE ST -TENLEYTOWN,20718,NW WESTERN AV & NW PINEHURST CI,20783,Local Metrobus,Metro Bus,13,Off-Peak,811,969,1209,1170,1154,1031,1049,1183,1151,1185,1163,1158,2
389,WMW02I,82,W2, ,15,UNITED MEDICAL CENTER & EMERGENCY E,20862,SE MALCOLM X AV & SE NEWCOMB ST,20834,Local Metrobus,Metro Bus,54,Peak,1476,1705,1964,2671,2687,2492,2455,2740,2696,2635,2684,2527,2
390,WMW02O,85,W2, ,20,SE MALCOLM X AV & SE OAKWOOD ST,20834,UNITED MEDICAL CENTER & EMERGENCY E,21371,Local Metrobus,Metro Bus,58,Peak,1476,1705,1964,2671,2687,2492,2455,2740,2696,2635,2684,2527,2
391,WMZ08#9O,140,Z8, ,30,SILVER SPRING STATION & BUS BAY C,22172,GREENCASTLE PARK & RIDE LOT,22526,Local Metrobus,Metro Bus,43,Off-Peak,3060,3136,3284,3306,3130,2836,2970,3253,3182,3237,3261,3069,2
392,WM64O,141,64, ,15,10TH ST & CONSTITUTION AVE (63 & 64),20061,FT TOTTEN STATION & BUS BAY B,21105,Local Metrobus,Metro Bus,39,Peak,3948,4124,4478,4573,4387,4081,4140,4537,4480,4563,4845,4837,2
393,WM16DI,142,16D, ,60,PATRIOT DR & AMERICANA DR,34978,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,Metro Bus,48,Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
394,WM70#4O,143,70, ,12,"TERMINAL; 9TH/10TH & CONSTITUTION AV NW",20061,SILVER SPRING STATION & BUS BAY I,22172,Local Metrobus,Metro Bus,54,Peak,10754,11048,11543,11775,10986,10388,10528,11986,11478,11349,11403,10858,2
395,WM29NO,573,29N, ,60,KING ST STATION & BUS BAY D,32157,VIENNA STATION (S) & BUS BAY T,35060,Local Metrobus,Metro Bus,70,Peak,2197,2190,2640,2640,2451,2096,2168,2478,2219,2466,2268,2284,2
396,WM70%2I,130,70, ,12,SILVER SPRING STATION & BUS BAY I,22172,NW CONSTITUTION AV & NW 9TH ST,20061,Local Metrobus,Metro Bus,59,Off-Peak,10754,11048,11543,11775,10986,10388,10528,11986,11478,11349,11403,10858,2
397,WM79I,146,79, ,12,SILVER SPRING STATION & BUS BAY I,22172,NW CONSTITUTION AV & NW 9TH ST,20059,Local Metrobus,Metro Bus,43,Off-Peak,6628,6774,7214,7162,7024,6425,6366,6774,6134,7182,7169,6878,2
398,WM79I,146,79, ,12,SILVER SPRING STATION & BUS BAY I,22172,NW CONSTITUTION AV & NW 9TH ST,20059,Local Metrobus,Metro Bus,43,Off-Peak,6628,6774,7214,7162,7024,6425,6366,6774,6134,7182,7169,6878,2
399,WM79O,148,79, ,12,NW CONSTITUTION AV & NW 9TH ST,20060,SILVER SPRING STATION & BUS BAY I,22172,Local Metrobus,Metro Bus,44,Off-Peak,6628,6774,7214,7162,7024,6425,6366,6774,6134,7182,7169,6878,2
400,WM79O,148,79, ,12,NW CONSTITUTION AV & NW 9TH ST,20060,SILVER SPRING STATION & BUS BAY I,22172,Local Metrobus,Metro Bus,44,Off-Peak,6628,6774,7214,7162,7024,6425,6366,6774,6134,7182,7169,6878,2
401,WM80I,150,80, ,15,FT TOTTEN STATION & BUS BAY F,21106,KENNEDY CTR RDWY & EISENHOWER THEAT,20176,Local Metrobus,Metro Bus,74,Off-Peak,7754,7700,8034,7631,7190,6747,7131,7665,7480,7820,7763,7879,2
402,WM80I,150,80, ,15,FT TOTTEN STATION & BUS BAY F,21106,KENNEDY CTR RDWY & EISENHOWER THEAT,20176,Local Metrobus,Metro Bus,74,Off-Peak,7754,7700,8034,7631,7190,6747,7131,7665,7480,7820,7763,7879,2
403,WM80O,152,80, ,60,K ST NW & 15TH ST NW (MAIN),20444,FT TOTTEN STATION & BUS BAY F,21106,Local Metrobus,Metro Bus,51,Peak,7754,7700,8034,7631,7190,6747,7131,7665,7480,7820,7763,7879,2
404,WMF06#I,153,F6, ,60,PG PLAZA STATION & BUS BAY D,26048,FT TOTTEN STATION & BUS BAY J,21900,Local Metrobus,Metro Bus,26,Off-Peak,1620,1633,1746,1715,1592,1496,1594,1903,1821,2021,1952,1881,2
405,WMF06#O,154,F6, ,60,PG PLAZA STATION & BUS BAY C,26048,NEW CARROLLTON STATION & BUS BAY H,26159,Local Metrobus,Metro Bus,41,Off-Peak,1620,1633,1746,1715,1592,1496,1594,1903,1821,2021,1952,1881,2
406,WM82I,155,82, ,60,MT RAINIER TERMINAL & LANE 1 OR 2,21155,RHODE ISLAND AVE STA & BUS BAY A,21012,Local Metrobus,Metro Bus,11,Peak,4748,4655,4485,4841,4409,4214,4286,4463,4518,4803,4818,4895,2
407,WM83I,156,83, ,20,JAYROSE BLVD & CHERRY HILL RD,27316,RHODE ISLAND AVE STA & BUS BAY A,21012,Local Metrobus,Metro Bus,55,Peak,4748,4655,4485,4841,4409,4214,4286,4463,4518,4803,4818,4895,2
408,WM70#4O,143,70, ,12,"TERMINAL; 9TH/10TH & CONSTITUTION AV NW",20061,SILVER SPRING STATION & BUS BAY I,22172,Local Metrobus,Metro Bus,54,Peak,10754,11048,11543,11775,10986,10388,10528,11986,11478,11349,11403,10858,2
409,WMJ07O,158,J7, ,15,BETHESDA STATION & BUS BAY B,22048,"LAKEFOREST MALL; LOST KNIFE & ODENDHAL",22161,Local Metrobus,Metro Bus,26,Peak,478,483,513,481,459,384,434,479,470,486,496,480,2
410,WM11Y#1I,159,11Y, ,60,S WASHINGTON ST & SOUTH ST (T),34025,VIRGINIA AVE (BETWEEN 18TH & 19TH ST),20135,Local Metrobus,Metro Bus,44,Peak,454,466,464,493,450,381,519,615,545,464,460,486,2
411,WM11YI,160,11Y, ,30,RT 235 MT VERN HWY & GRIST MILL WOO,34129,VIRGINIA AVE (BETWEEN 18TH & 19TH ST),20135,Local Metrobus,Metro Bus,76,Peak,454,466,464,493,450,381,519,615,545,464,460,486,2
412,WM15LI,161,15L, ,30,E FALLS CHURCH STATION & BUS BAY B,30064,N MOORE ST & ROSSLYN STATION BUS BA,30120,Local Metrobus,Metro Bus,42,Peak,484,469,452,484,454,377,415,463,438,453,460,477,2
413,WM52%#1O,312,52, ,21,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW INGRAHAM ST,20847,Local Metrobus,Metro Bus,46,Off-Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
414,WM54%O,163,54, ,60,D ST SW BETWEEN 6TH AND 7TH ST SW,20047,NW 14TH ST & NW BUCHANAN ST,20847,Local Metrobus,Metro Bus,42,Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
415,WM15K#2O,164,15K, ,30,N MOORE ST & ROSSLYN STATION BUS BA,30120,E FALLS CHURCH STATION & BUS BAY B,30064,Local Metrobus,Metro Bus,34,Peak,484,469,452,484,454,377,415,463,438,453,460,477,2
416,WM80/,165,80, ,15,"TERMINAL/KENNEDY CENTER;25TH ST & F ST",20176,FT TOTTEN STATION & BUS BAY F,21106,Local Metrobus,Metro Bus,70,Peak,7754,7700,8034,7631,7190,6747,7131,7665,7480,7820,7763,7879,2
417,WM90#3O,234,90, ,15,CALVERT ST NW LOOP & CALVERT ST NW,20652,ANACOSTIA STATION & BUS BAY E,21341,Local Metrobus,Metro Bus,64,Off-Peak,12147,12390,12987,12883,12372,11470,11644,12706,12311,12652,12841,12331,2
418,WM92%#1O,238,92, ,15,U ST & 13TH ST NW,20445,CONGRESS HEIGHTS STA & BUS BAY E,21369,Local Metrobus,Metro Bus,64,Off-Peak,12147,12390,12987,12883,12372,11470,11644,12706,12311,12652,12841,12331,2
419,WM96I,168,96, ,15,CAPITOL HGTS STATION & BUS BAY,21188,NW FORT DR & NW ALBEMARLE ST,20723,Local Metrobus,Metro Bus,60,Peak,4753,4808,5316,5676,5240,4598,4965,5754,5391,5412,5551,5256,2
420,WM96O,169,96, ,20,NW 40TH ST & NW ALBEMARLE ST,20723,STADIUM ARMORY STATION & BUS BAY D,21236,Local Metrobus,Metro Bus,75,Peak,4753,4808,5316,5676,5240,4598,4965,5754,5391,5412,5551,5256,2
421,WMC21%O,170,C21, ,20,ADDISON RD STATION & BUS BAY E,26201,PRINCE GEORGES BLVD & NASA FEDERAL,26953,Local Metrobus,Metro Bus,49,Peak,2667,2614,2853,2768,2483,2249,2253,2626,2504,2816,2699,2757,2
422,WM16GO,171,16G, ,15,S HAYES ST & PENTAGON CITY STATION,30236,DINWIDDIE ST & COLUMBIA PIKE,30145,Local Metrobus,Metro Bus,30,Off-Peak,3933,3868,3797,3709,3641,3303,3224,3267,3369,3757,3836,3849,2
423,WMC26#2O,557,C26, ,60,LARGO TOWN CENTER STATION & BUS BAY,26426,WATKINS PARK DR & CHESTERTON DR,26704,Local Metrobus,Metro Bus,25,Off-Peak,2667,2614,2853,2768,2483,2249,2253,2626,2504,2816,2699,2757,2
424,WM29KO,173,29K, ,60,KING ST STATION & BUS BAY D,32157,GEORGE MASON UNIVERSITY,34366,Local Metrobus,Metro Bus,66,Peak,2197,2190,2640,2640,2451,2096,2168,2478,2219,2466,2268,2284,2
425,WMV121,92,V12, ,60,SUITLAND STATION & BUS BAY L,26570,ADDISON RD STATION & BUS BAY B,26201,Local Metrobus,Metro Bus,26,Off-Peak,1828,1817,1948,1916,1847,1642,1765,1814,1796,1857,1888,1798,2
426,WM01BO,175,01B, ,60,BALLSTON STATION & BUS BAY C,30093,DUNN LORING STATION & BUS BAY D,34611,Local Metrobus,Metro Bus,55,Off-Peak,3959,4020,3973,3856,3664,3420,3195,3485,3502,3774,3637,3814,2
427,WM09A%O,176,09A, ,30,PENTAGON STATION & BUS BAY U2,30359,HUNTINGTON STATION (N) & BUS BAY C,34154,Local Metrobus,Metro Bus,31,Off-Peak,1717,1640,1745,1716,1648,1559,1493,1548,1575,1580,1627,1598,2
428,WM15MI,177,15M, ,60,GEORGE MASON UNIVERSITY,36304,TYSONS CORNER S/C & BUS STOP 2,36005,Local Metrobus,Metro Bus,48,Off-Peak,168,168,203,182,156,128,161,168,162,191,183,190,2
429,RO45#I,178,45, ,30,ROCKVILLE STATION & BAY D - EAST,22351,TWINBROOK STATION & BAY B - EAST,22344,Other Primary - Local Bus,Ride On Bus,16,Peak,970,970,971,1012,965,925,832,975,924,1040,1058,990,2
430,WM16BO,179,16B, ,60,PENTAGON STATION & BUS BAY U10,30206,LAKE ST & TYLER ST,36121,Local Metrobus,Metro Bus,36,Off-Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
431,WM16DI,142,16D, ,60,PATRIOT DR & AMERICANA DR,34978,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,Metro Bus,48,Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
432,WM16DO,181,16D, ,60,PENTAGON STATION & BUS BAY U10,30206,PATRIOT DR & AMERICANA DR,34978,Local Metrobus,Metro Bus,53,Off-Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
433,WM23A#1I,182,23A, ,30,TYSONS WESTPARK TRAN STA & BUS BAY,35132,S CLARK ST & 18TH ST (23A 23C ONLY),30279,Local Metrobus,Metro Bus,87,Off-Peak,3810,3875,3876,3964,3764,3432,3431,3687,3723,3817,3988,3917,2
434,WM53I,317,53, ,12,TAKOMA STATION & BUS BAY C,20872,I ST & 13TH ST NW (STOP 4),20075,Local Metrobus,Metro Bus,49,Peak,15044,15049,15870,15978,15204,14324,14485,15855,16091,15813,15762,15696,2
435,WM80/,165,80, ,15,"TERMINAL/KENNEDY CENTER;25TH ST & F ST",20176,FT TOTTEN STATION & BUS BAY F,21106,Local Metrobus,Metro Bus,70,Peak,7754,7700,8034,7631,7190,6747,7131,7665,7480,7820,7763,7879,2
436,WM83O,231,83, ,30,RHODE ISLAND AVE STA & BUS BAY A,21012,JAYROSE BLVD & CHERRY HILL RD,27316,Local Metrobus,Metro Bus,53,Off-Peak,4748,4655,4485,4841,4409,4214,4286,4463,4518,4803,4818,4895,2
437,WMC26#2I,556,C26, ,60,WATKINS PARK DR & CAMBLETON DR,27758,LARGO TOWN CENTER STATION & BUS BAY,26426,Local Metrobus,Metro Bus,25,Off-Peak,2667,2614,2853,2768,2483,2249,2253,2626,2504,2816,2699,2757,2
438,WM16AI,187,16A, ,60,PATRIOT DR & AMERICANA DR,34062,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,Metro Bus,46,Off-Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
439,WM83I,156,83, ,20,JAYROSE BLVD & CHERRY HILL RD,27316,RHODE ISLAND AVE STA & BUS BAY A,21012,Local Metrobus,Metro Bus,55,Peak,4748,4655,4485,4841,4409,4214,4286,4463,4518,4803,4818,4895,2
440,WMD06O,243,D6, ,20,STADIUM ARMORY STATION & BUS BAY G,21240,LOUGHBORO RD NW & SIBLEY HOSPITAL,20680,Local Metrobus,Metro Bus,85,Peak,5208,5152,5166,5253,4876,4343,4806,5049,4909,4925,4990,5049,2
441,WMD06I,190,D6, ,15,LOUGHBORO RD NW & SIBLEY HOSPITAL,20680,STADIUM ARMORY STATION & BUS BAY G,21240,Local Metrobus,Metro Bus,82,Peak,5208,5152,5166,5253,4876,4343,4806,5049,4909,4925,4990,5049,2
442,WMD08O,229,D8, ,16,MASSACHUSETTS AVE NE & NORTH CAPITO,20258,FIRST ST NE & ENTR TO NATL REHAB HO,21124,Local Metrobus,Metro Bus,46,Off-Peak,4188,4181,4369,4547,4321,4014,4151,4459,4324,4554,4451,4402,2
443,WMD12O,192,D12, ,60,SOUTHERN AVE STATION & BUS BAY M,21354,SUITLAND STATION & BAY H,26570,Local Metrobus,Metro Bus,57,Off-Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
444,WMD12O,192,D12, ,60,SOUTHERN AVE STATION & BUS BAY M,21354,SUITLAND STATION & BAY H,26570,Local Metrobus,Metro Bus,57,Off-Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
445,WMD13I,194,D13, ,30,SUITLAND STATION & BUS BAY J,26570,SOUTHERN AVE STATION & BUS BAY M,21354,Local Metrobus,Metro Bus,72,Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
446,WMD14#1I,195,D14, ,60,OLD BRANCH AV & ALLENTOWN WY,26755,SUITLAND STATION & BUS BAY J,26570,Local Metrobus,Metro Bus,25,Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
447,WMD14I,196,D14, ,60,SUITLAND STATION & BUS BAY J,26570,SOUTHERN AVE STATION & BUS BAY M,21354,Local Metrobus,Metro Bus,82,Off-Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
448,WMD14I,196,D14, ,60,SUITLAND STATION & BUS BAY J,26570,SOUTHERN AVE STATION & BUS BAY M,21354,Local Metrobus,Metro Bus,82,Off-Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
449,WMD14O,198,D14, ,30,SOUTHERN AVE STATION & BUS BAY M,21354,SUITLAND STATION & BUS BAY J,26570,Local Metrobus,Metro Bus,83,Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
450,WMD14O,198,D14, ,30,SOUTHERN AVE STATION & BUS BAY M,21354,SUITLAND STATION & BUS BAY J,26570,Local Metrobus,Metro Bus,83,Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
451,WMD08I,200,D8, ,15,FIRST ST NE & ENTR TO NATL REHAB HO,21124,MASSACHUSETTS AVE NE & 1ST ST NE,20258,Local Metrobus,Metro Bus,43,Peak,4188,4181,4369,4547,4321,4014,4151,4459,4324,4554,4451,4402,2
452,WM15MO,201,15M, ,30,TYSONS CORNER S/C & BUS STOP 2,36005,GEORGE MASON UNIVERSITY,34366,Local Metrobus,Metro Bus,42,Peak,168,168,203,182,156,128,161,168,162,191,183,190,2
453,WMD08I,200,D8, ,15,FIRST ST NE & ENTR TO NATL REHAB HO,21124,MASSACHUSETTS AVE NE & 1ST ST NE,20258,Local Metrobus,Metro Bus,43,Peak,4188,4181,4369,4547,4321,4014,4151,4459,4324,4554,4451,4402,2
454,WM16AI,187,16A, ,60,PATRIOT DR & AMERICANA DR,34062,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,Metro Bus,46,Off-Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
455,WM16AO,204,16A, ,60,PENTAGON STATION & BUS BAY U10,30206,PATRIOT DR & AMERICANA DR,34062,Local Metrobus,Metro Bus,50,Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
456,WM16AO,204,16A, ,60,PENTAGON STATION & BUS BAY U10,30206,PATRIOT DR & AMERICANA DR,34062,Local Metrobus,Metro Bus,50,Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
457,WMD12I,134,D12, ,60,SUITLAND STATION & BAY H,26570,SOUTHERN AVE STATION & BUS BAY M,21354,Local Metrobus,Metro Bus,58,Off-Peak,4688,4905,5082,5128,4800,4542,4408,4765,4546,4697,4728,4389,2
458,F306N,207,306, ,60,UNIVERSITY @ POHICK,34364,METRO PENTAGON,30206,Express Metrobus,Fairfax Connector,44,Off-Peak,163,153,171,170,172,152,166,174,175,158,165,163,2
459,WM16BO,179,16B, ,60,PENTAGON STATION & BUS BAY U10,30206,LAKE ST & TYLER ST,36121,Local Metrobus,Metro Bus,36,Off-Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
460,WMW04#1N,209,W4, ,20,ANACOSTIA STATION & BUS BAY D,20731,DEANWOOD STATION & BUS BAY A,21208,Local Metrobus,Metro Bus,56,Off-Peak,5164,5130,5582,5844,5782,5007,5293,5825,5454,5125,5664,5057,2
461,WM16DO,181,16D, ,60,PENTAGON STATION & BUS BAY U10,30206,PATRIOT DR & AMERICANA DR,34978,Local Metrobus,Metro Bus,53,Off-Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
462,WM16GO,171,16G, ,15,S HAYES ST & PENTAGON CITY STATION,30236,DINWIDDIE ST & COLUMBIA PIKE,30145,Local Metrobus,Metro Bus,30,Off-Peak,3933,3868,3797,3709,3641,3303,3224,3267,3369,3757,3836,3849,2
463,WM16J%O,212,16J, ,30,PENTAGON STATION & BUS BAY U10,30206,GLEN CARLYN DR & VISTA DR,36121,Local Metrobus,Metro Bus,31,Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
464,WM16J%O,212,16J, ,30,PENTAGON STATION & BUS BAY U10,30206,GLEN CARLYN DR & VISTA DR,36121,Local Metrobus,Metro Bus,31,Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
465,WM16JI,214,16J, ,30,GLEN CARLYN DR & VISTA DR,34083,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,Metro Bus,34,Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
466,WM15MI,177,15M, ,60,GEORGE MASON UNIVERSITY,36304,TYSONS CORNER S/C & BUS STOP 2,36005,Local Metrobus,Metro Bus,48,Off-Peak,168,168,203,182,156,128,161,168,162,191,183,190,2
467,WM86I,232,86, ,30,CENTER PARK RDWY & #4061,26265,RHODE ISLAND AVE STA & BUS BAY A,21012,Local Metrobus,Metro Bus,68,Peak,4748,4655,4485,4841,4409,4214,4286,4463,4518,4803,4818,4895,2
468,WM16JI,214,16J, ,30,GLEN CARLYN DR & VISTA DR,34083,PENTAGON STATION & BUS BAY U11,30206,Local Metrobus,Metro Bus,34,Peak,5830,5941,5910,6076,5588,5395,5603,5913,6034,6012,5946,6011,2
469,WM84I,218,84, ,20,NEW CARROLLTON STATION & BUS BAY G,26193,RHODE ISLAND AVE STA & BUS BAY A,21012,Local Metrobus,Metro Bus,53,Peak,2225,2218,2339,2312,2177,1938,1994,2134,1934,1889,2193,2151,2
470,WM84I,218,84, ,20,NEW CARROLLTON STATION & BUS BAY G,26193,RHODE ISLAND AVE STA & BUS BAY A,21012,Local Metrobus,Metro Bus,53,Peak,2225,2218,2339,2312,2177,1938,1994,2134,1934,1889,2193,2151,2
471,WM84O,220,84, ,20,RHODE ISLAND AVE STA & BUS BAY A,21012,NEW CARROLLTON STATION & BUS BAY G,26159,Local Metrobus,Metro Bus,46,Peak,2225,2218,2339,2312,2177,1938,1994,2134,1934,1889,2193,2151,2
472,WM84O,220,84, ,20,RHODE ISLAND AVE STA & BUS BAY A,21012,NEW CARROLLTON STATION & BUS BAY G,26159,Local Metrobus,Metro Bus,46,Peak,2225,2218,2339,2312,2177,1938,1994,2134,1934,1889,2193,2151,2
473,ART51O,340,ART 51, ,30,Ballston Metro Fairfax Dr EB @ N Stafford S,30093,N George Mason Drive SB @ Lee Highway FS,30035,Other Primary - Local Bus,ART Bus,13,Peak,478,530,605,591,536,677,561,1098,976,738,746,718,2
474,F101N,359,101, ,33,MOUNT VERNON ESTATE,34157,METRO HUNTINGTON N BAY E,34154,Other Primary - Local Bus,Fairfax Connector,28,Off-Peak,710,632,646,590,485,451,489,510,638,636,602,655,2
475,WMN03/I,360,N3, ,60,FRIENDSHIP HTS STA & BUS BAY D,21431,10TH ST & CONSTITUTION AVE (63 & 64),20061,Local Metrobus,Metro Bus,48,Peak,4363,4359,4922,4535,4236,3309,3878,4441,4047,4457,4126,4447,2
476,WMN04/I,361,N4, ,60,JENIFER ST NW & 44TH ST NW,21431,17TH ST NW (EAST) & I ST NW,20089,Local Metrobus,Metro Bus,36,Peak,4363,4359,4922,4535,4236,3309,3878,4441,4047,4457,4126,4447,2
477,WMS02#1O,362,S2, ,60,10TH ST & CONSTITUTION AVE (S2 S4 ONLY),20061,"16TH ST & COLORADO AV NW; TERM",21512,Local Metrobus,Metro Bus,36,Off-Peak,14823,14619,15137,15476,14440,13342,13446,13972,14193,14495,14510,14342,2
478,DAT2/EX,363,AT2, ,15,MARK CENTER STATION X,32095,KING STREET METRO STATION,32157,Other Primary - Local Bus,Dash,18,Peak,2277,2076,2210,2180,1885,1676,1907,1895,1770,1883,1821,1879,2
479,DAT2/WX,364,AT2, ,15,KING STREET METRO STATION,32157,MARK CENTER STATION X,32095,Other Primary - Local Bus,Dash,18,Peak,2277,2076,2210,2180,1885,1676,1907,1895,1770,1883,1821,1879,2
